Trader_ID,Region,Account_Type,Trade_ID,Instrument,Trade_Type,Trade_Date,Entry_Price,Exit_Price,Profit_Loss,Drawdown,Position_Size,Leverage,Trade_Duration_Minutes,Scalper_Flag,Risk_Score,Win_Flag,Cumulative_Profit,Trading_Session,Position_Exposure,Risk_per_Trade,Streak_ID
T0392,South,Retail,TR00416,Stock,Long,2025-06-17,34.34,34.49983891345382,168.31,1.52,351,3,65,No,1,Yes,7615.56,Evening,36160.02,1600.56,2
T0135,South,Retail,TR00417,Stock,Long,2025-12-18,632.3,621.585090186857,-2421.57,31.11,226,1,136,No,2,No,43476.28,Morning,142899.8,7030.86,3
T0195,East,Retail,TR00418,Stock,Short,2025-07-19,952.09,939.7063601412182,-343274.5,74.66,924,30,2,Yes,7,No,-343274.5,Morning,26391934.8,2069575.2,4
T0401,South,Retail,TR00419,Stock,Short,2025-05-16,242.79,243.04160151821236,11674.31,12.68,928,50,201,No,6,Yes,14498.23,Morning,11265456.0,588352.0,4
T0128,North,Retail,TR00420,Commodity,Long,2025-10-10,780.4,787.3476157486355,14103.66,9.73,406,5,32,No,1,Yes,-156420.57,Evening,1584212.0,19751.9,5
T0033,South,Retail,TR00421,Forex,Long,2025-06-02,300.49,302.79093503706287,10262.17,12.82,446,10,44,No,2,Yes,-322280.56,Evening,1340185.4,57177.2,6
T0176,South,Retail,TR00422,Forex,Short,2025-07-21,710.77,701.2153810434343,-9258.43,66.43,323,3,5,Yes,4,No,-9258.43,Evening,688736.13,64370.67,6
T0460,West,Retail,TR00423,Commodity,Long,2026-01-02,702.97,681.3914080216941,-271890.26,16.65,630,20,63,No,3,No,-347330.89,Afternoon,8857422.0,209790.0,6
T0443,West,Retail,TR00424,Commodity,Long,2026-02-18,192.89,192.39081837047843,-1093.21,5.78,73,30,229,No,3,No,-926.56,Morning,422429.1,12658.2,7
T0371,West,Institutional,TR00425,Crypto,Long,2025-05-02,601.16,600.3824109626588,-402.79,52.5,518,1,57,No,3,No,-402.79,Morning,311400.88,27195.0,1
T0470,South,Retail,TR00426,Stock,Long,2025-05-10,860.58,859.0575695611142,-977.4,67.64,321,2,287,No,4,No,-22335.46,Evening,552492.36,43424.88,1
T0375,East,Retail,TR00427,Forex,Short,2026-02-08,388.71,390.3672238308707,72.92,11.49,22,2,242,No,1,Yes,72.92,Evening,17103.24,505.56,2
T0022,North,Retail,TR00428,Crypto,Long,2026-02-06,713.17,707.091293695666,-10880.88,50.52,179,10,7,Yes,4,No,148582.39,Morning,1276574.3,90430.8,3
T0238,South,Retail,TR00429,Crypto,Long,2025-11-07,677.69,690.07864325041,17542.32,5.77,708,2,43,No,1,Yes,17542.32,Afternoon,959609.04,8170.32,3
T0158,East,Retail,TR00430,Forex,Long,2026-02-19,264.94,268.50033225880964,776.15,14.39,109,2,289,No,1,Yes,776.15,Morning,57756.92,3137.02,4
T0038,South,Retail,TR00431,Stock,Long,2026-02-11,919.46,934.5907967697378,16885.97,80.08,372,3,3,Yes,4,Yes,16885.97,Evening,1026117.36,89369.28,4
T0230,North,Retail,TR00432,Commodity,Long,2025-08-06,567.88,584.5415330504007,58065.44,47.84,697,5,174,No,3,Yes,58065.44,Morning,1979061.8,166722.4,5
T0365,South,Institutional,TR00433,Stock,Short,2025-12-30,361.74,365.1759408659917,78339.45,7.34,456,50,284,No,5,Yes,78339.45,Morning,8247672.0,167352.0,6
T0051,North,Retail,TR00434,Stock,Short,2025-03-30,172.71,172.89536188479872,1051.0,9.21,567,10,176,No,1,Yes,-18338.79,Morning,979265.7,52220.7,6
T0438,South,Retail,TR00435,Stock,Short,2025-09-10,478.72,477.76099975036846,-1098.06,19.08,229,5,163,No,1,No,-1098.06,Afternoon,548134.4,21846.6,7
T0264,North,Institutional,TR00436,Stock,Short,2025-08-22,732.81,743.1166047334685,9667.6,41.1,938,1,222,No,2,Yes,9814.81,Evening,687375.78,38551.8,7
T0283,South,Retail,TR00437,Stock,Short,2025-03-23,627.4,628.3651089078804,2744.77,4.71,948,3,131,No,1,Yes,2019.42,Morning,1784325.6,13395.24,7
T0027,North,Institutional,TR00438,Stock,Long,2025-12-08,729.78,703.0627719927533,-51136.77,71.62,957,2,66,No,4,No,-51136.77,Afternoon,1396798.92,137080.68,7
T0226,West,Retail,TR00439,Commodity,Long,2025-10-03,793.84,784.4019993241815,-15034.74,44.73,531,3,7,Yes,3,No,-15034.74,Morning,1264587.12,71254.89,8
T0277,South,Retail,TR00440,Stock,Short,2025-06-23,446.59,459.78255457924473,9604.18,5.33,364,2,186,No,1,Yes,35408.14,Afternoon,325117.52,3880.24,8
T0286,South,Institutional,TR00441,Forex,Short,2025-05-08,524.96,505.447489779835,-52508.17,33.72,897,3,282,No,2,No,-49302.27,Evening,1412667.36,90740.52,8
T0097,East,Institutional,TR00442,Crypto,Long,2025-08-07,986.56,993.3424020224656,2882.52,0.76,425,1,85,No,1,Yes,2537.58,Evening,419288.0,323.0,8
T0284,East,Institutional,TR00443,Forex,Short,2025-08-16,968.37,978.9821540131236,50885.28,0.63,959,5,91,No,1,Yes,15730.95,Afternoon,4643334.15,3020.85,9
T0367,North,Retail,TR00444,Stock,Short,2025-12-31,420.67,419.9411821786031,-157.42,7.54,216,1,61,No,1,No,145047.78,Afternoon,90864.72,1628.64,1
T0448,South,Institutional,TR00445,Forex,Short,2025-08-02,688.33,679.055910695842,-2225.78,18.65,48,5,233,No,1,No,-2225.78,Morning,165199.2,4476.0,1
T0481,North,Institutional,TR00446,Stock,Short,2025-10-03,274.91,269.0812623186939,-27103.63,7.23,465,10,1,Yes,1,No,-27103.63,Afternoon,1278331.5,33619.5,2
T0453,West,Retail,TR00447,Stock,Long,2025-06-19,161.17,161.7812850281196,1232.35,7.14,672,3,117,No,1,Yes,11284.01,Evening,324918.72,14394.24,3
T0317,East,Retail,TR00448,Forex,Short,2025-03-08,770.72,765.9329536135103,-45285.46,39.55,946,10,285,No,3,No,-45285.46,Evening,7291011.2,374143.0,3
T0304,North,Retail,TR00449,Commodity,Short,2025-07-03,441.82,455.4520464424501,620258.11,18.65,910,50,13,Yes,6,Yes,1343344.38,Evening,20102810.0,848575.0,4
T0147,North,Institutional,TR00450,Crypto,Short,2025-10-02,185.28,187.0525277273425,1451.7,6.93,273,3,383,No,1,Yes,-91948.58,Evening,151744.32,5675.67,5
T0004,East,Retail,TR00451,Stock,Short,2025-11-12,761.26,755.2496802533014,-18271.37,51.02,608,5,411,No,3,No,-18271.37,Evening,2314230.4,155100.8,5
T0035,South,Retail,TR00452,Stock,Long,2025-12-06,916.02,921.4712321045388,16239.22,22.75,993,3,318,No,1,Yes,94013.61,Evening,2728823.58,67772.25,5
T0192,North,Retail,TR00453,Stock,Long,2026-01-19,933.94,921.29901892905,-1137.69,58.63,30,3,74,No,3,No,-5026.25,Evening,84054.6,5276.7,6
T0049,East,Retail,TR00454,Forex,Long,2025-09-07,600.37,598.1620974200507,-1397.6,57.44,633,1,57,No,3,No,-1725.84,Morning,380034.21,36359.52,6
T0017,South,Retail,TR00455,Stock,Long,2025-12-08,484.84,467.576240039003,-15174.85,22.87,879,1,146,No,1,No,-15174.85,Evening,426174.36,20102.73,6
T0172,West,Retail,TR00456,Crypto,Short,2025-05-17,150.45,149.37164421719888,-10212.03,7.69,947,10,46,No,1,No,45002.52,Afternoon,1424761.5,72824.3,7
T0220,East,Institutional,TR00457,Stock,Long,2025-07-14,794.86,803.5233055857599,15004.85,57.89,866,2,8,Yes,3,Yes,12104.6,Afternoon,1376697.52,100265.48,7
T0158,North,Retail,TR00458,Stock,Short,2026-02-02,945.87,942.6823191487032,-15747.14,47.99,988,5,278,No,3,No,-14970.99,Morning,4672597.8,237070.6,7
T0477,West,Retail,TR00459,Stock,Long,2025-11-08,890.57,906.4714313781942,30212.72,12.82,190,10,120,No,2,Yes,8896.17,Evening,1692083.0,24358.0,7
T0046,South,Retail,TR00460,Stock,Long,2025-10-16,754.27,773.3672552347986,145139.14,46.06,152,50,27,No,7,Yes,145139.14,Evening,5732452.0,350056.0,1
T0373,South,Retail,TR00461,Crypto,Short,2025-08-06,14.52,14.728461994353829,391.91,0.74,376,5,2,Yes,1,Yes,1826.33,Evening,27297.6,1391.2,2
T0006,East,Retail,TR00462,Commodity,Short,2025-06-25,413.67,430.13820978997165,8398.79,39.36,255,2,154,No,2,Yes,8398.79,Evening,210971.7,20073.6,2
T0099,East,Retail,TR00463,Stock,Long,2026-02-19,416.61,425.2353780974263,30318.2,3.87,703,5,229,No,1,Yes,71813.44,Evening,1464384.15,13603.05,2
T0380,East,Retail,TR00464,Stock,Long,2025-06-10,895.42,896.0496913685267,1235.45,48.04,654,3,62,No,3,Yes,-224695.16,Evening,1756814.04,94254.48,3
T0233,South,Institutional,TR00465,Commodity,Short,2025-11-27,74.99,74.68554041310641,-6923.41,4.63,758,30,10,Yes,3,No,-63951.98,Morning,1705272.6,105286.2,4
T0037,West,Retail,TR00466,Crypto,Short,2026-01-05,535.91,531.537439356599,-743.34,33.22,34,5,125,No,2,No,34159.12,Morning,91104.7,5647.4,5
T0280,South,Retail,TR00467,Commodity,Short,2025-12-25,144.77,142.7170863556823,-1151.68,0.86,187,3,42,No,1,No,3639.03,Afternoon,81215.97,482.46,6
T0349,North,Retail,TR00468,Stock,Short,2025-08-15,665.67,670.0846718600911,19402.48,21.82,879,5,18,No,2,Yes,-8157.67,Afternoon,2925619.65,95898.9,7
T0497,South,Retail,TR00469,Stock,Short,2025-05-13,794.33,788.5287303338864,-7814.31,20.85,449,3,85,No,1,No,3316.37,Afternoon,1069962.51,28084.95,7
T0302,North,Institutional,TR00470,Stock,Short,2026-02-13,645.54,628.2221298233736,-4468.01,43.9,86,3,78,No,3,No,-4468.01,Evening,166549.32,11326.2,8
T0181,West,Retail,TR00471,Stock,Short,2025-05-23,796.64,809.354993156617,85571.9,58.59,673,10,87,No,4,Yes,85571.9,Morning,5361387.2,394310.7,9
T0095,East,Retail,TR00472,Crypto,Short,2025-05-01,611.42,604.3096648416329,-6228.65,12.8,876,1,208,No,1,No,-6228.65,Morning,535603.92,11212.8,9
T0099,East,Retail,TR00473,Stock,Long,2025-07-01,197.94,191.9719452278109,-3521.15,16.35,118,5,79,No,1,No,68292.29,Evening,116784.6,9646.5,10
T0188,South,Retail,TR00474,Forex,Short,2025-12-09,388.84,397.522853179616,5409.42,18.86,623,1,276,No,1,Yes,12820.31,Evening,242247.32,11749.78,10
T0481,East,Retail,TR00475,Stock,Short,2025-05-26,957.3,979.3653164296088,25595.77,25.17,58,20,221,No,3,Yes,-1507.86,Morning,1110468.0,29197.2,1
T0116,West,Retail,TR00476,Crypto,Long,2025-04-11,295.29,288.5384180673926,-3645.85,8.85,18,30,126,No,3,No,7591.23,Afternoon,159456.6,4779.0,2
T0191,East,Retail,TR00477,Stock,Short,2025-05-05,72.23,71.4552797747302,-6809.79,1.9,879,10,7,Yes,1,No,-10146.32,Afternoon,634901.7,16701.0,2
T0253,South,Retail,TR00478,Stock,Short,2025-05-12,390.98,384.6868360644296,-54813.46,23.63,871,10,240,No,2,No,-53318.94,Afternoon,3405435.8,205817.3,2
T0469,West,Retail,TR00479,Forex,Short,2025-06-03,372.64,367.8506461434536,-20115.29,19.64,140,30,283,No,4,No,-20115.29,Afternoon,1565088.0,82488.0,3
T0416,North,Institutional,TR00480,Stock,Long,2025-05-25,475.61,455.8560542793207,-18094.61,44.65,458,2,56,No,2,No,-18116.78,Afternoon,435658.76,40899.4,4
T0471,South,Retail,TR00481,Stock,Short,2025-03-22,564.7,559.9735238059246,-6673.78,15.46,706,2,89,No,1,No,-6673.78,Afternoon,797356.4,21829.52,4
T0161,North,Retail,TR00482,Stock,Long,2025-07-16,992.5,984.999897541168,-14445.2,31.68,642,3,39,No,2,No,6317.22,Morning,1911555.0,61015.68,4
T0256,West,Retail,TR00483,Crypto,Short,2025-10-16,758.67,782.6406789027624,23155.68,0.49,966,1,1,Yes,1,Yes,23155.68,Evening,732875.22,473.34,5
T0323,South,Retail,TR00484,Forex,Long,2025-07-19,45.53,45.657945654428254,1356.22,1.36,212,50,78,No,5,Yes,1356.22,Morning,482618.0,14416.0,1
T0128,South,Retail,TR00485,Forex,Long,2026-01-03,715.59,707.8554171161155,-3759.01,17.95,486,1,16,No,1,No,-160179.58,Morning,347776.74,8723.7,1
T0018,West,Retail,TR00486,Commodity,Short,2025-05-22,825.99,829.6462342186903,14551.81,33.2,796,5,24,No,2,Yes,14551.81,Evening,3287440.2,132136.0,1
T0281,East,Retail,TR00487,Commodity,Long,2025-07-11,896.67,872.4619076842347,-8714.91,44.44,120,3,78,No,3,No,-8714.91,Afternoon,322801.2,15998.4,1
T0490,South,Retail,TR00488,Forex,Long,2025-12-17,429.77,430.4269875329168,1170.75,28.81,891,2,242,No,2,Yes,-3403.36,Afternoon,765850.14,51339.42,1
T0223,South,Retail,TR00489,Forex,Long,2025-03-26,320.49,316.2419846245208,-2353.4,6.15,554,1,223,No,1,No,-2353.4,Evening,177551.46,3407.1,2
T0054,North,Retail,TR00490,Forex,Long,2025-12-20,840.93,843.0681161803418,12.83,46.79,3,2,402,No,3,Yes,-50641.65,Morning,5045.58,280.74,3
T0058,East,Institutional,TR00491,Stock,Long,2026-02-01,779.84,787.0356272331325,13585.34,56.82,944,2,79,No,3,Yes,13585.34,Evening,1472337.92,107276.16,4
T0323,North,Retail,TR00492,Commodity,Short,2025-05-14,540.68,534.710519144899,-41010.33,13.04,229,30,96,No,4,No,-39654.11,Morning,3714471.6,89584.8,5
T0360,North,Retail,TR00493,Crypto,Short,2025-07-12,126.7,127.38944440726796,315.77,4.45,229,2,207,No,1,Yes,-844.7,Evening,58028.6,2038.1,5
T0174,East,Retail,TR00494,Stock,Short,2026-01-13,655.24,646.1793314836094,-8924.76,13.44,985,1,144,No,1,No,-8924.76,Evening,645411.4,13238.4,5
T0280,East,Retail,TR00495,Stock,Long,2025-04-16,75.01,73.42620099356455,-5432.43,0.83,343,10,24,No,1,No,-1793.4,Morning,257284.3,2846.9,1
T0114,West,Retail,TR00496,Stock,Short,2025-12-09,109.36,111.36275974037122,847.17,8.27,141,3,60,No,1,Yes,847.17,Afternoon,46259.28,3498.21,2
T0288,East,Retail,TR00497,Stock,Long,2025-09-28,337.83,344.7764241457209,7918.92,8.11,57,20,317,No,2,Yes,7918.92,Morning,385126.2,9245.4,3
T0431,South,Institutional,TR00498,Stock,Long,2026-01-31,377.46,379.02094657888574,6743.29,13.87,216,20,18,No,3,Yes,-1713.8,Morning,1630627.2,59918.4,4
T0342,East,Institutional,TR00499,Stock,Long,2026-01-23,467.35,474.6501767180537,234700.68,11.58,643,50,28,No,6,Yes,234700.68,Afternoon,15025302.5,372297.0,5
T0151,West,Retail,TR00500,Stock,Long,2025-06-20,345.75,335.0599132578766,-24373.4,1.52,114,20,61,No,2,No,-22407.35,Afternoon,788310.0,3465.6,6
T0450,West,Retail,TR00501,Forex,Long,2025-02-25,43.45,44.16404738829869,1003.95,3.17,703,2,337,No,1,Yes,1003.95,Afternoon,61090.7,4457.02,1
T0127,West,Retail,TR00502,Stock,Long,2025-07-20,165.84,170.572222409873,17864.14,10.67,755,5,14,Yes,1,Yes,17864.14,Morning,626046.0,40279.25,2
T0155,East,Retail,TR00503,Stock,Short,2025-07-09,123.96,125.45694385997768,1320.3,5.9,294,3,134,No,1,Yes,1320.3,Evening,109332.72,5203.8,3
T0490,East,Retail,TR00504,Stock,Long,2025-10-01,436.87,435.7545621426482,-2767.4,29.46,827,3,17,No,2,No,-6170.76,Afternoon,1083874.47,73090.26,3
T0386,North,Retail,TR00505,Crypto,Short,2025-03-21,220.01,214.1403127472204,-328.7,18.62,28,2,89,No,1,No,-37819.3,Evening,12320.56,1042.72,4
T0474,North,Retail,TR00506,Stock,Short,2025-07-11,300.61,303.87777679300376,3516.13,18.59,538,2,92,No,1,Yes,3516.13,Morning,323456.36,20002.84,5
T0273,South,Retail,TR00507,Stock,Long,2025-08-29,476.85,482.1523737827065,31602.15,43.24,596,10,5,Yes,3,Yes,31602.15,Afternoon,2842026.0,257710.4,5
T0104,North,Retail,TR00508,Forex,Long,2025-10-13,243.21,248.5211547166967,9124.56,4.9,859,2,369,No,1,Yes,12562.41,Morning,417834.78,8418.2,5
T0417,South,Institutional,TR00509,Stock,Long,2025-04-14,253.47,251.82905884169517,-526.74,22.39,321,1,197,No,1,No,8221.91,Evening,81363.87,7187.19,5
T0393,West,Retail,TR00510,Stock,Short,2025-11-17,834.81,825.2977480133998,-24027.95,45.21,842,3,43,No,3,No,-16765.51,Morning,2108730.06,114200.46,6
T0299,North,Institutional,TR00511,Stock,Long,2025-07-10,552.61,544.2019380508542,-60033.56,46.51,714,10,16,No,3,No,-60033.56,Afternoon,3945635.4,332081.4,1
T0246,East,Retail,TR00512,Forex,Long,2025-08-07,858.19,842.3110919776354,-181972.29,63.83,573,20,50,No,5,No,-181972.29,Afternoon,9834857.4,731491.8,1
T0176,North,Retail,TR00513,Forex,Short,2025-05-16,519.38,524.494180346357,10693.75,2.99,697,3,269,No,1,Yes,1435.32,Morning,1086023.58,6252.09,1
T0039,South,Retail,TR00514,Forex,Short,2026-02-20,910.17,909.5306841804723,-9692.03,76.25,758,20,17,No,6,No,-24714.17,Evening,13798177.2,1155950.0,2
T0477,North,Retail,TR00515,Stock,Long,2025-03-17,262.19,264.6409845792063,1257.36,8.84,513,1,51,No,1,Yes,10153.53,Morning,134503.47,4534.92,3
T0170,West,Institutional,TR00516,Crypto,Long,2025-09-13,620.5,622.4000516528421,5289.74,26.26,928,3,81,No,2,Yes,-9597.17,Morning,1727472.0,73107.84,4
T0247,East,Retail,TR00517,Stock,Short,2025-11-17,508.2,503.9862982163589,-6362.69,0.56,755,2,4,Yes,1,No,-6264.72,Afternoon,767382.0,845.6,5
T0026,South,Institutional,TR00518,Stock,Long,2025-06-16,919.5,903.4336456401808,-2570.62,69.76,32,5,37,No,4,No,-2570.62,Afternoon,147120.0,11161.6,5
T0355,East,Retail,TR00519,Stock,Short,2025-02-25,424.29,435.5290861357685,251867.92,19.81,747,30,108,No,4,Yes,251867.92,Afternoon,9508338.9,443942.1,5
T0306,East,Institutional,TR00520,Forex,Long,2025-10-19,856.28,860.1329572432412,1583.57,80.46,411,1,46,No,4,Yes,1583.57,Morning,351931.08,33069.06,6
T0409,South,Retail,TR00521,Stock,Short,2025-10-25,568.27,581.7342061275028,26726.45,15.97,397,5,245,No,1,Yes,26726.45,Morning,1128015.95,31700.45,6
T0408,East,Retail,TR00522,Forex,Long,2025-06-30,711.46,718.2157828525333,1148.48,35.29,17,10,331,No,3,Yes,9393.56,Evening,120948.2,5999.3,6
T0013,East,Retail,TR00523,Crypto,Short,2025-07-16,888.02,881.5295814341797,-59971.47,36.51,924,10,69,No,3,No,-56551.99,Morning,8205304.8,337352.4,7
T0316,North,Retail,TR00524,Stock,Long,2025-08-11,996.94,988.7130056099188,-4944.42,78.97,601,1,91,No,4,No,-78928.17,Morning,599160.94,47460.97,8
T0391,East,Retail,TR00525,Stock,Short,2025-09-15,733.83,722.069882983058,-1223.05,39.31,52,2,119,No,2,No,-1223.05,Evening,76318.32,4088.24,9
T0313,East,Retail,TR00526,Stock,Short,2025-04-18,321.38,329.5482086911508,3022.24,14.78,370,1,131,No,1,Yes,3022.24,Afternoon,118910.6,5468.6,9
T0036,East,Institutional,TR00527,Stock,Long,2026-02-01,306.02,314.60551758298675,1408.02,28.97,164,1,7,Yes,2,Yes,9990.92,Afternoon,50187.28,4751.08,1
T0173,East,Retail,TR00528,Stock,Short,2025-05-27,316.01,314.06744716181305,-5885.94,11.94,303,10,6,Yes,2,No,-5885.94,Evening,957510.3,36178.2,1
T0020,South,Institutional,TR00529,Commodity,Long,2025-12-02,106.93,108.3450973878784,1910.38,5.24,450,3,240,No,1,Yes,1910.38,Evening,144355.5,7074.0,1
T0321,West,Institutional,TR00530,Stock,Short,2026-01-29,63.06,62.615659912714456,-4123.48,3.49,928,10,29,No,1,No,-4123.48,Evening,585196.8,32387.2,2
T0264,North,Retail,TR00531,Crypto,Short,2025-10-26,585.03,567.6482598661129,-28367.0,3.15,544,3,105,No,1,No,-18552.19,Morning,954768.96,5140.8,3
T0494,East,Institutional,TR00532,Stock,Long,2025-03-28,812.48,803.2173634128592,-13152.94,42.78,710,2,117,No,2,No,-13152.94,Afternoon,1153721.6,60747.6,4
T0400,East,Retail,TR00533,Crypto,Short,2025-04-01,45.77,46.43673639008856,3347.02,1.54,502,10,21,No,1,Yes,3347.02,Evening,229765.4,7730.8,5
T0142,South,Institutional,TR00534,Crypto,Long,2025-06-18,570.97,582.5326667364523,20292.48,37.13,351,5,172,No,2,Yes,20292.48,Morning,1002052.35,65163.15,6
T0460,West,Retail,TR00535,Crypto,Long,2025-07-23,378.04,378.0171128765968,-17.35,24.33,379,2,241,No,1,No,-347348.24,Afternoon,286554.32,18442.14,7
T0371,East,Retail,TR00536,Commodity,Long,2025-04-10,893.56,881.3494378083951,-160813.1,63.56,439,30,40,No,6,No,-161215.89,Morning,11768185.2,837085.2,7
T0471,South,Retail,TR00537,Stock,Long,2025-05-08,153.93,150.4610567261744,-2091.77,6.14,201,3,252,No,1,No,-8765.55,Evening,92819.79,3702.42,7
T0143,North,Retail,TR00538,Stock,Short,2025-10-08,567.8,564.2123483949315,-1919.39,5.95,107,5,10,Yes,1,No,-1683.22,Evening,303773.0,3183.25,8
T0092,North,Retail,TR00539,Forex,Long,2026-02-02,971.21,966.446623886062,-2405.5,42.65,505,1,193,No,2,No,-2696.22,Evening,490461.05,21538.25,9
T0354,East,Retail,TR00540,Forex,Short,2025-06-14,351.58,349.8244219605461,-2022.43,19.41,384,3,122,No,1,No,-2022.43,Evening,405020.16,22360.32,1
T0322,East,Retail,TR00541,Crypto,Short,2025-04-19,744.36,726.911680892832,-739808.73,1.85,848,50,104,No,5,No,-739808.73,Evening,31560864.0,78440.0,2
T0288,West,Institutional,TR00542,Stock,Short,2025-05-16,883.63,889.906495230981,107579.13,48.37,857,20,31,No,4,Yes,115498.05,Evening,15145418.2,829061.8,2
T0215,West,Retail,TR00543,Stock,Short,2025-12-18,194.35,194.73664115257,228.89,7.76,296,2,53,No,1,Yes,621.54,Morning,115055.2,4593.92,3
T0447,East,Retail,TR00544,Stock,Long,2025-09-29,992.6,987.0477577019958,-3109.26,47.49,28,20,289,No,4,No,-3109.26,Afternoon,555856.0,26594.4,3
T0342,South,Retail,TR00545,Crypto,Long,2025-04-16,811.29,811.3334239525996,29.27,24.61,337,2,75,No,1,Yes,234729.95,Afternoon,546809.46,16587.14,4
T0051,West,Retail,TR00546,Commodity,Long,2025-11-11,146.19,147.74796117226853,8942.7,7.19,287,20,108,No,2,Yes,-9396.09,Afternoon,839130.6,41270.6,4
T0153,East,Institutional,TR00547,Forex,Long,2025-06-19,317.78,321.2961165722042,22186.7,28.02,631,10,329,No,2,Yes,44352.06,Morning,2005191.8,176806.2,5
T0186,West,Retail,TR00548,Forex,Short,2025-09-18,628.72,644.5702191504403,16309.88,49.53,343,3,75,No,3,Yes,16309.88,Morning,646952.88,50966.37,5
T0063,East,Retail,TR00549,Forex,Short,2025-12-19,886.07,908.670595773447,21018.55,54.59,31,30,58,No,6,Yes,485808.27,Evening,824045.1,50768.7,5
T0190,North,Retail,TR00550,Forex,Long,2025-06-12,202.89,204.98408921797775,4183.99,12.71,666,3,268,No,1,Yes,-139827.89,Afternoon,405374.22,25394.58,5
T0125,East,Retail,TR00551,Stock,Short,2025-09-15,733.89,731.544227964535,-5432.81,65.71,772,3,290,No,4,No,-5432.81,Morning,1699689.24,152184.36,6
T0150,North,Institutional,TR00552,Forex,Long,2025-08-04,277.94,274.35241256609845,-3494.31,13.33,487,2,52,No,1,No,-16744.96,Morning,270713.56,12983.42,7
T0314,West,Retail,TR00553,Stock,Short,2025-06-12,807.36,821.221857406807,257414.69,43.54,619,30,107,No,5,Yes,284290.35,Afternoon,14992675.2,808537.8,1
T0058,East,Institutional,TR00554,Forex,Long,2025-10-15,686.61,670.3624344657609,-40781.39,59.06,251,10,398,No,4,No,-27196.05,Morning,1723391.1,148240.6,1
T0342,West,Retail,TR00555,Stock,Short,2025-03-20,527.68,528.5849507307494,985.49,39.82,363,3,6,Yes,2,Yes,235715.44,Evening,574643.52,43363.98,2
T0305,North,Institutional,TR00556,Crypto,Long,2026-02-06,653.37,641.1619283202856,-2612.53,28.29,107,2,4,Yes,2,No,-2612.53,Afternoon,139821.18,6054.06,2
T0180,East,Retail,TR00557,Crypto,Long,2025-07-30,877.68,894.8261875025394,17351.94,26.79,506,2,87,No,2,Yes,-165823.79,Evening,888212.16,27111.48,2
T0170,West,Institutional,TR00558,Forex,Short,2025-12-29,392.56,398.916655792586,5619.28,20.33,442,2,41,No,1,Yes,-3977.89,Morning,347023.04,17971.72,2
T0326,North,Institutional,TR00559,Crypto,Short,2025-10-21,771.56,772.0207359153009,107.81,9.31,117,2,104,No,1,Yes,9265.57,Morning,180545.04,2178.54,3
T0271,West,Institutional,TR00560,Forex,Short,2025-09-26,167.32,177.01960849322137,7129.21,11.39,245,3,154,No,1,Yes,-495.59,Morning,122980.2,8371.65,4
T0054,South,Retail,TR00561,Forex,Short,2025-09-04,704.17,693.7161435672257,-825.85,32.71,79,1,8,Yes,2,No,-51467.5,Afternoon,55629.43,2584.09,4
T0491,North,Retail,TR00562,Stock,Short,2025-06-04,753.15,759.8877203085474,4992.65,44.81,741,1,256,No,2,Yes,4992.65,Morning,558084.15,33204.21,5
T0444,North,Retail,TR00563,Crypto,Long,2026-02-14,448.57,453.5444796737951,12087.99,37.96,486,5,38,No,2,Yes,17805.86,Afternoon,1090025.1,92242.8,5
T0101,North,Retail,TR00564,Stock,Short,2025-07-28,795.69,799.489386056277,87.39,28.35,23,1,57,No,2,Yes,-7963.6,Morning,18300.87,652.05,5
T0481,East,Retail,TR00565,Forex,Long,2025-03-27,561.53,558.4134992824503,-12279.01,27.92,197,20,49,No,3,No,-13786.87,Evening,2212428.2,110004.8,6
T0264,East,Retail,TR00566,Forex,Short,2025-03-20,936.91,939.0054775541064,1512.93,52.06,361,2,219,No,3,Yes,-17039.26,Evening,676449.02,37587.32,7
T0053,East,Retail,TR00567,Crypto,Long,2025-12-17,121.34,125.6592994936716,9070.53,3.4,700,3,22,No,1,Yes,36951.3,Afternoon,254814.0,7140.0,8
T0060,South,Retail,TR00568,Crypto,Short,2025-03-17,139.51,139.6413794583514,280.5,3.83,427,5,3,Yes,1,Yes,-12911.45,Morning,297853.85,8177.05,9
T0492,South,Retail,TR00569,Forex,Short,2025-06-12,844.0,855.0228651424876,4783.92,44.41,217,2,428,No,2,Yes,38611.63,Afternoon,366296.0,19273.94,9
T0108,North,Retail,TR00570,Crypto,Long,2025-11-08,843.94,816.8237991080437,-536900.78,21.7,990,20,473,No,3,No,-564809.96,Morning,16710012.0,429660.0,10
T0005,South,Retail,TR00571,Stock,Short,2025-10-26,476.51,475.12958641146207,-3143.2,41.04,759,3,35,No,2,No,-46870.15,Afternoon,1085013.27,93448.08,1
T0103,West,Retail,TR00572,Commodity,Short,2025-08-19,964.32,1008.409266733081,88090.35,95.94,666,3,1,Yes,5,Yes,129627.38,Evening,1926711.36,191688.12,1
T0196,North,Retail,TR00573,Crypto,Long,2025-04-29,682.6,675.7454538622601,-145384.92,14.39,707,30,124,No,4,No,-145384.92,Afternoon,14477946.0,305211.9,1
T0262,North,Retail,TR00574,Stock,Long,2025-10-05,983.02,972.1116450366352,-137008.94,56.55,628,20,125,No,5,No,-137008.94,Morning,12346731.2,710268.0,2
